RNA name	external_gene_name	GeneName	chromosome_name	start_position	end_position	strand	ensembl_gene_id	Biotyoe	TypeSimpl	Type	EntrezID	EntrezID.1	EntrezID.2
ENSG00000242290	ZBTB20-AS5	ZBTB20-AS5	3	114445521	114529452	1	ENSG00000242290	lncRNA	non coding	lncRNA	101929754	101929754	101929754
ENSG00000242291	RPL36AP51	RPL36AP51	19	21233335	21233652	1	ENSG00000242291	processed_pseudogene	other	pseudogene	ND	649299	649299
ENSG00000242292	AC010631.1	AC010631.1	5	36588506	36588661	1	ENSG00000242292	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242295	AC087477.1	AC087477.1	15	96448154	96448493	1	ENSG00000242295	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242296	DEFB109A	DEFB109A	8	12393209	12400366	-1	ENSG00000242296	unprocessed_pseudogene	other	pseudogene	ND	245912	245912
ENSG00000242307	RPS26P52	RPS26P52	16	13922332	13922679	-1	ENSG00000242307	processed_pseudogene	other	pseudogene	ND	100271577	100271577
ENSG00000242308	AC048334.1	AC048334.1	3	112696908	112697706	-1	ENSG00000242308	unprocessed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242314	RPL12P32	RPL12P32	12	31948334	31948827	1	ENSG00000242314	processed_pseudogene	other	pseudogene	ND	100132795	100132795
ENSG00000242315	RN7SL685P	RN7SL685P	8	100957883	100958180	1	ENSG00000242315	misc_RNA	non coding	misc_RNA	ND	106479473	106479473
ENSG00000242317	AC121764.1	AC121764.1	3	55493830	55505261	-1	ENSG00000242317	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242318	AC058823.1	AC058823.1	4	98409290	98409763	1	ENSG00000242318	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242321	RPL23AP40	RPL23AP40	3	138796851	138797240	1	ENSG00000242321	processed_pseudogene	other	pseudogene	ND	100271462	100271462
ENSG00000242324	AL049634.1	AL049634.1	20	1516759	1557653	-1	ENSG00000242324	unprocessed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242325	RPS12P31	RPS12P31	19	32636078	32636475	1	ENSG00000242325	processed_pseudogene	other	pseudogene	ND	100130192	100130192
ENSG00000242327	AC023906.1	AC023906.1	15	52095295	52095747	1	ENSG00000242327	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242329	AC007215.1	AC007215.1	12	12840804	12841079	-1	ENSG00000242329	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242330	RN7SL683P	RN7SL683P	14	71448689	71448958	1	ENSG00000242330	misc_RNA	non coding	misc_RNA	ND	106481109	106481109
ENSG00000242337	TFP1	INHCAP	3	133661998	133754576	1	ENSG00000242337	transcribed_unprocessed_pseudogene	other	pseudogene	ND	100129696	100129696
ENSG00000242338	BMS1P4	BMS1P4	10	73715843	73730469	-1	ENSG00000242338	transcribed_unprocessed_pseudogene	other	pseudogene	ND	729096	729096
ENSG00000242341	RN7SL646P	RN7SL646P	5	178377924	178378220	1	ENSG00000242341	misc_RNA	non coding	misc_RNA	ND	106481099	106481099
ENSG00000242348	RN7SL561P	RN7SL561P	20	1666360	1666640	1	ENSG00000242348	misc_RNA	non coding	misc_RNA	ND	106481075	106481075
ENSG00000242352	FAM91A3P	FAM91A3P	1	143766540	143769083	1	ENSG00000242352	transcribed_processed_pseudogene	other	pseudogene	ND	729182	729182
ENSG00000242353	RPL12P30	RPL12P30	11	30368148	30368646	1	ENSG00000242353	processed_pseudogene	other	pseudogene	ND	100271405	100271405
ENSG00000242360	RN7SL272P	RN7SL272P	13	27989296	27989584	-1	ENSG00000242360	misc_RNA	non coding	misc_RNA	ND	106480996	106480996
ENSG00000242364	AC108725.1	AC108725.1	3	73648399	73648807	-1	ENSG00000242364	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242366	UGT1A8	UGT1A8	2	233617645	233773310	1	ENSG00000242366	protein_coding	coding	mRNA	54576	54576	54576
ENSG00000242370	KCNAB1-AS1	KCNAB1-AS1	3	156441157	156446905	-1	ENSG00000242370	lncRNA	non coding	lncRNA	100874084	100874084	100874084
ENSG00000242371	IGKV1-39	IGKV1-39	2	89319625	89320146	-1	ENSG00000242371	IG_V_gene	other	mRNA	ND	28930	28930
ENSG00000242375	AL590705.3	AL590705.3	9	97195351	97197687	-1	ENSG00000242375	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242390	RPL6P9	RPL6P9	3	142580910	142582399	1	ENSG00000242390	processed_pseudogene	other	pseudogene	ND	100270847	100270847
ENSG00000242396	AC096536.2	AC096536.2	1	54886875	54888001	1	ENSG00000242396	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242405	AC007537.2	AC007537.1	12	12155262	12155772	1	ENSG00000242405	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242407	AC091179.1	AC091179.1	17	48733091	48733888	1	ENSG00000242407	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242411	AC011506.1	AC011506.1	19	56217168	56217777	-1	ENSG00000242411	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242412	DBIL5P2	DBIL5P2	2	63117851	63119542	-1	ENSG00000242412	transcribed_processed_pseudogene	other	pseudogene	100169989	100169989	100169989
ENSG00000242419	PCDHGC4	PCDHGC4	5	141484997	141512979	1	ENSG00000242419	protein_coding	coding	mRNA	56098	56098	56098
ENSG00000242428	C3orf67-AS1	CFAP20DC-AS1	3	58824437	59019093	1	ENSG00000242428	lncRNA	non coding	lncRNA	101929238	ND	101929238
ENSG00000242430	RN7SL274P	RN7SL274P	16	14601823	14602094	-1	ENSG00000242430	misc_RNA	non coding	misc_RNA	ND	106479322	106479322
ENSG00000242431	AC107398.1	AC107398.1	4	47490967	47491471	-1	ENSG00000242431	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242435	UPK3BP1	UPK3BP1	7	77004662	77005774	1	ENSG00000242435	transcribed_unprocessed_pseudogene	other	pseudogene	ND	107080637	107080637
ENSG00000242436	RN7SL789P	RN7SL789P	19	32655016	32655308	-1	ENSG00000242436	misc_RNA	non coding	misc_RNA	ND	106479508	106479508
ENSG00000242439	AC127024.1	AC127024.1	17	30830901	30831318	1	ENSG00000242439	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242440	LINC02046	LINC02046	3	148280891	148399956	1	ENSG00000242440	lncRNA	non coding	lncRNA	ND	105374149	105374149
ENSG00000242441	GTF2A1L	GTF2A1L	2	48617798	48733148	1	ENSG00000242441	protein_coding	coding	mRNA	11036	11036	11036
ENSG00000242444	AC007207.1	AC007207.1	12	4109661	4118132	-1	ENSG00000242444	transcribed_processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242445	RPL7AP11	RPL7AP11	3	121494110	121494908	1	ENSG00000242445	processed_pseudogene	other	pseudogene	ND	728992	728992
ENSG00000242457	RBBP4P2	RBBP4P2	3	94075912	94077175	-1	ENSG00000242457	processed_pseudogene	other	pseudogene	ND	100420527	100420527
ENSG00000242473	KIR2DP1	KIR2DP1	19	54755023	54767371	1	ENSG00000242473	unprocessed_pseudogene	other	pseudogene	ND	554300	554300
ENSG00000242477	AC091429.1	AC091429.1	5	86884231	86884881	-1	ENSG00000242477	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242488	AF107885.1	AF107885.1	14	75838157	75839114	-1	ENSG00000242488	transcribed_processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242493	RN7SL37P	RN7SL37P	5	37246173	37246479	-1	ENSG00000242493	misc_RNA	non coding	misc_RNA	ND	106479238	106479238
ENSG00000242507	FO393401.2	FO393401.1	20	35520852	35528255	-1	ENSG00000242507	transcribed_unprocessed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242510	NDUFB4P1	NDUFB4P1	3	67513940	67514320	1	ENSG00000242510	processed_pseudogene	other	pseudogene	ND	100288654	100288654
ENSG00000242512	LINC01206	LINC01206	3	181952343	182010678	1	ENSG00000242512	lncRNA	non coding	lncRNA	100996490	100996490	100996490
ENSG00000242515	UGT1A10	UGT1A10	2	233636454	233773305	1	ENSG00000242515	protein_coding	coding	mRNA	54575	54575	54575
ENSG00000242516	LINC00960	LINC00960	3	75672391	75679303	1	ENSG00000242516	lncRNA	non coding	lncRNA	401074	401074	401074
ENSG00000242520	MAGEA5	MAGEA5	X	152114599	152115540	-1	ENSG00000242520	transcribed_unprocessed_pseudogene	other	pseudogene	ND	4104	4104
ENSG00000242522	KLHL6-AS1	KLHL6-AS1	3	183548735	183552326	1	ENSG00000242522	lncRNA	non coding	lncRNA	100874019	100874019	100874019
ENSG00000242525	OR7E100P	OR7E100P	3	112524187	112525201	-1	ENSG00000242525	unprocessed_pseudogene	other	pseudogene	ND	81430	81430
ENSG00000242527	AC100771.1	AC100771.1	11	27483850	27484128	1	ENSG00000242527	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242531	AC083798.1	AC083798.1	3	122416882	122417012	-1	ENSG00000242531	unprocessed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242534	IGKV2D-28	IGKV2D-28	2	89959979	89960754	1	ENSG00000242534	IG_V_gene	other	mRNA	ND	28883	28883
ENSG00000242537	MRE11P1	MRE11P1	3	156111432	156114198	-1	ENSG00000242537	processed_pseudogene	other	pseudogene	ND	4362	4362
ENSG00000242540	AC108025.2	AC010729.2	2	5696220	5708095	1	ENSG00000242540	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242545	AC126121.2	AC126121.2	3	59464330	59510678	-1	ENSG00000242545	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242550	SERPINB10	SERPINB10	18	63897174	63936111	1	ENSG00000242550	protein_coding	coding	mRNA	5273	5273	5273
ENSG00000242551	POU5F1P6	POU5F1P6	3	128674735	128677005	-1	ENSG00000242551	unprocessed_pseudogene	other	pseudogene	ND	100009668	100009668
ENSG00000242553	AP001432.1	AP001432.1	21	37221419	37237744	1	ENSG00000242553	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242559	RN7SL144P	RN7SL144P	X	41683168	41683462	-1	ENSG00000242559	misc_RNA	non coding	misc_RNA	ND	106480960	106480960
ENSG00000242562	DCAF13P1	DCAF13P1	7	106125371	106126700	1	ENSG00000242562	processed_pseudogene	other	pseudogene	ND	100129009	100129009
ENSG00000242571	RPL21P11	RPL21P11	14	90366697	90367179	-1	ENSG00000242571	processed_pseudogene	other	pseudogene	ND	157206	157206
ENSG00000242575	AC012501.2	TUBAP13	2	153420677	153421957	-1	ENSG00000242575	transcribed_processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242578	AC073288.2	AC073288.2	3	170410512	170418615	1	ENSG00000242578	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242580	IGKV1D-43	IGKV1D-43	2	90209873	90210529	1	ENSG00000242580	IG_V_gene	other	mRNA	ND	28891	28891
ENSG00000242583	AC008040.2	KMT5AP3	3	170062244	170062951	1	ENSG00000242583	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242588	AC108010.1	AC108010.1	7	128574751	128626473	1	ENSG00000242588	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242593	AC006148.1	AC006148.1	7	124032205	124395118	1	ENSG00000242593	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242595	RPL26P26	RPL26P26	8	58113189	58113622	-1	ENSG00000242595	processed_pseudogene	other	pseudogene	ND	100270967	100270967
ENSG00000242599	CSAG4	CSAG4	X	152733827	152740985	1	ENSG00000242599	transcribed_unprocessed_pseudogene	other	pseudogene	100130935	100130935	100130935
ENSG00000242600	MBL1P	MBL1P	10	79920178	79923119	1	ENSG00000242600	transcribed_unitary_pseudogene	other	pseudogene	8512	8512	8512
ENSG00000242602	AC008953.1	RPL35AP13	5	72878868	72879185	-1	ENSG00000242602	processed_pseudogene	other	pseudogene	ND	100131945	100131945
ENSG00000242607	RPS3AP34	RPS3AP34	8	12570350	12571130	-1	ENSG00000242607	processed_pseudogene	other	pseudogene	ND	100271260	100271260
ENSG00000242610	OR5BH1P	OR5BH1P	X	131398072	131398957	-1	ENSG00000242610	unprocessed_pseudogene	other	pseudogene	ND	81075	81075
ENSG00000242611	AC093627.6	AC093627.6	7	77038	81178	1	ENSG00000242611	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242613	AC063952.3	AC063952.3	3	120388029	120389315	1	ENSG00000242613	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242614	RN7SL164P	RN7SL164P	13	96169545	96169847	1	ENSG00000242614	misc_RNA	non coding	misc_RNA	ND	106480965	106480965
ENSG00000242628	AC009228.1	AC009228.1	2	24214381	24221516	1	ENSG00000242628	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242634	RPS24P16	RPS24P16	15	67232446	67232837	1	ENSG00000242634	processed_pseudogene	other	pseudogene	ND	100216340	100216340
ENSG00000242636	RPL21P129	RPL21P129	19	7750684	7751161	1	ENSG00000242636	processed_pseudogene	other	pseudogene	ND	100271451	100271451
ENSG00000242640	RPS29P11	RPS29P11	4	25678850	25679020	1	ENSG00000242640	processed_pseudogene	other	pseudogene	ND	100129902	100129902
ENSG00000242641	LINC00971	LINC00971	3	84638406	84881679	-1	ENSG00000242641	lncRNA	non coding	lncRNA	440970	440970	440970
ENSG00000242651	RN7SL862P	RN7SL862P	18	9830330	9830627	-1	ENSG00000242651	misc_RNA	non coding	misc_RNA	ND	106479535	106479535
ENSG00000242657	RN7SL581P	RN7SL581P	X	70222006	70222314	-1	ENSG00000242657	misc_RNA	non coding	misc_RNA	ND	106479434	106479434
ENSG00000242659	AC108693.2	AC108693.2	3	113746872	113747408	-1	ENSG00000242659	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242660	AC015911.1	AC015911.1	17	35566517	35566672	1	ENSG00000242660	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242661	RPS3AP43	RPS3AP43	12	8359054	8359834	-1	ENSG00000242661	processed_pseudogene	other	pseudogene	ND	727970	727970
ENSG00000242667	AC087385.2	AC087385.2	15	60404463	60404960	1	ENSG00000242667	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242668	RN7SL317P	RN7SL317P	19	53629713	53630041	1	ENSG00000242668	misc_RNA	non coding	misc_RNA	ND	106479338	106479338
ENSG00000242671	LINC02010	LINC02010	3	146921923	146925218	1	ENSG00000242671	lncRNA	non coding	lncRNA	101927866	101927866	101927866
ENSG00000242675	RPS16P9	RPS16P9	19	45332698	45333124	-1	ENSG00000242675	processed_pseudogene	other	pseudogene	ND	645412	645412
ENSG00000242683	RPL12P21	RPL12P21	5	139035148	139035987	-1	ENSG00000242683	processed_pseudogene	other	pseudogene	ND	100270921	100270921
ENSG00000242686	AC107464.1	PDE6B-AS1	4	652850	656213	-1	ENSG00000242686	lncRNA	non coding	lncRNA	101928521	ND	101928521
ENSG00000242689	CNTF	CNTF	11	58622673	58625733	1	ENSG00000242689	protein_coding	coding	mRNA	1270	1270	1270
ENSG00000242692	RPS27AP1	RPS27AP1	17	10258762	10259232	1	ENSG00000242692	processed_pseudogene	other	pseudogene	ND	103911	103911
ENSG00000242696	RN7SL40P	RN7SL40P	2	202357076	202357417	-1	ENSG00000242696	misc_RNA	non coding	misc_RNA	ND	106480483	106480483
ENSG00000242697	RPL5P12	RPL5P12	4	98025390	98026240	1	ENSG00000242697	processed_pseudogene	other	pseudogene	ND	100270833	100270833
ENSG00000242703	CCT4P1	CCT4P1	7	140997952	140999800	-1	ENSG00000242703	processed_pseudogene	other	pseudogene	ND	650172	650172
ENSG00000242705	ICE2P2	ICE2P2	3	88948142	88950928	1	ENSG00000242705	processed_pseudogene	other	pseudogene	ND	728432	728432
ENSG00000242706	RPS27AP9	RPS27AP9	5	80498534	80498971	-1	ENSG00000242706	processed_pseudogene	other	pseudogene	ND	100271376	100271376
ENSG00000242707	RN7SL362P	RN7SL362P	18	13715102	13715368	-1	ENSG00000242707	misc_RNA	non coding	misc_RNA	ND	106481022	106481022
ENSG00000242715	CCDC169	CCDC169	13	36222008	36297840	-1	ENSG00000242715	protein_coding	coding	mRNA	728591	728591	728591
ENSG00000242719	RN7SL806P	RN7SL806P	8	42881236	42881517	1	ENSG00000242719	misc_RNA	non coding	misc_RNA	ND	106479515	106479515
ENSG00000242727	AC104687.1	AC104687.1	4	76891034	76891445	1	ENSG00000242727	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242728	UQCRHP4	UQCRHP4	3	70140217	70140488	1	ENSG00000242728	processed_pseudogene	other	pseudogene	ND	100128448	100128448
ENSG00000242729	AC021006.1	AC021006.1	11	41538434	41538986	1	ENSG00000242729	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242731	FAM86LP	FAM86LP	7	6931684	6939603	-1	ENSG00000242731	unprocessed_pseudogene	other	pseudogene	ND	641924	641924
ENSG00000242736	TRBV1	TRBV1	7	142299177	142299460	1	ENSG00000242736	TR_V_pseudogene	other	pseudogene	ND	28621	28621
ENSG00000242737	AC012170.1	AC012170.1	15	50466738	50467096	1	ENSG00000242737	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242741	LINC02005	LINC02005	3	73808601	73902866	1	ENSG00000242741	lncRNA	non coding	lncRNA	ND	105377165	105377165
ENSG00000242747	AC090515.1	AC090515.1	15	58869659	58870134	1	ENSG00000242747	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242748	RPL23AP81	RPL23AP81	20	41196691	41197157	1	ENSG00000242748	transcribed_processed_pseudogene	other	pseudogene	ND	100271627	100271627
ENSG00000242753	AL445430.2	AL445430.2	6	11487226	11515710	1	ENSG00000242753	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242756	RHOT1P3	RHOT1P3	13	18837768	18838098	-1	ENSG00000242756	processed_pseudogene	other	pseudogene	ND	100462810	100462810
ENSG00000242759	LINC00882	LINC00882	3	106836811	107240641	-1	ENSG00000242759	lncRNA	non coding	lncRNA	100302640	100302640	100302640
ENSG00000242766	IGKV1D-17	IGKV1D-17	2	90082635	90083291	1	ENSG00000242766	IG_V_gene	other	mRNA	ND	28900	28900
ENSG00000242767	ZBTB20-AS4	ZBTB20-AS4	3	115100423	115103061	1	ENSG00000242767	lncRNA	non coding	lncRNA	100874131	100874131	100874131
ENSG00000242770	AC092892.1	CD200R1L-AS1	3	112802478	112812819	1	ENSG00000242770	lncRNA	non coding	lncRNA	ND	100129297	100129297
ENSG00000242781	LINC02050	LINC02050	3	80764897	80789354	1	ENSG00000242781	lncRNA	non coding	lncRNA	105377175	105377175	105377175
ENSG00000242790	AC104831.1	AC104831.1	3	155291188	155294176	1	ENSG00000242790	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242791	AC117395.1	AC117395.1	3	149976755	149979355	1	ENSG00000242791	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242795	AC007849.1	AC007849.1	3	169613510	169623951	-1	ENSG00000242795	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242797	GLYCTK-AS1	GLYCTK-AS1	3	52288580	52299067	-1	ENSG00000242797	lncRNA	non coding	lncRNA	ND	100874110	100874110
ENSG00000242798	AC073842.2	AC073842.2	7	100115214	100127139	-1	ENSG00000242798	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242808	SOX2-OT	SOX2-OT	3	180989762	181836880	1	ENSG00000242808	lncRNA	non coding	lncRNA	ND	347689	347689
ENSG00000242810	MRPL42P6	MRPL42P6	3	151475804	151476174	-1	ENSG00000242810	processed_pseudogene	other	pseudogene	ND	106480794	106480794
ENSG00000242814	AC113398.1	AC113398.1	5	124808828	124809233	-1	ENSG00000242814	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242818	RN7SL846P	RN7SL846P	10	119768247	119768538	1	ENSG00000242818	misc_RNA	non coding	misc_RNA	ND	106479530	106479530
ENSG00000242828	AC068756.1	AC068756.1	3	80761042	80788963	-1	ENSG00000242828	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242829	RPS26P21	RPS26P21	3	119298665	119299012	1	ENSG00000242829	processed_pseudogene	other	pseudogene	ND	100271105	100271105
ENSG00000242837	RPL21P13	RPL21P13	14	103241492	103241972	1	ENSG00000242837	processed_pseudogene	other	pseudogene	ND	319144	319144
ENSG00000242841	KRT8P35	KRT8P35	3	63096374	63097711	-1	ENSG00000242841	processed_pseudogene	other	pseudogene	ND	100418747	100418747
ENSG00000242849	ALDOAP1	ALDOAP1	3	52193170	52194785	1	ENSG00000242849	processed_pseudogene	other	pseudogene	ND	391538	391538
ENSG00000242853	RN7SL749P	RN7SL749P	10	119212857	119213146	1	ENSG00000242853	misc_RNA	non coding	misc_RNA	ND	106479494	106479494
ENSG00000242855	RN7SL496P	RN7SL496P	7	39888375	39888664	1	ENSG00000242855	misc_RNA	non coding	misc_RNA	ND	106481058	106481058
ENSG00000242858	AC020899.1	AC020899.1	5	83746388	83746989	-1	ENSG00000242858	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242860	RN7SL180P	RN7SL180P	1	62072448	62072741	1	ENSG00000242860	misc_RNA	non coding	misc_RNA	ND	106480970	106480970
ENSG00000242866	STRC	STRC	15	43599563	43618800	-1	ENSG00000242866	protein_coding	coding	mRNA	161497	161497	161497
ENSG00000242876	RN7SL812P	RN7SL812P	22	20481935	20482213	-1	ENSG00000242876	misc_RNA	non coding	misc_RNA	ND	106479518	106479518
ENSG00000242880	AC046136.1	AC026341.1	3	115251196	115285347	1	ENSG00000242880	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000242882	RPL5P11	RPL5P11	4	173419245	173420137	-1	ENSG00000242882	processed_pseudogene	other	pseudogene	ND	402193	402193
ENSG00000242887	IGHJ3	IGHJ3	14	105864587	105864635	-1	ENSG00000242887	IG_J_gene	other	mRNA	ND	28479	28479
ENSG00000242888	AL133368.1	AL133368.1	14	99974336	99975149	-1	ENSG00000242888	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242889	RN7SL449P	RN7SL449P	17	57618108	57618393	1	ENSG00000242889	misc_RNA	non coding	misc_RNA	ND	106481045	106481045
ENSG00000242893	RN7SL413P	RN7SL413P	13	51593919	51594215	-1	ENSG00000242893	misc_RNA	non coding	misc_RNA	ND	106479374	106479374
ENSG00000242894	RN7SL634P	RN7SL634P	14	104013642	104013933	1	ENSG00000242894	misc_RNA	non coding	misc_RNA	ND	106481096	106481096
ENSG00000242899	RPL7P16	RPL7P16	3	132243528	132244265	-1	ENSG00000242899	processed_pseudogene	other	pseudogene	ND	729677	729677
ENSG00000242902	FLNC-AS1	FLNC-AS1	7	128850162	128862626	-1	ENSG00000242902	lncRNA	non coding	lncRNA	110806300	110806300	110806300
ENSG00000242908	AADACL2-AS1	AADACL2-AS1	3	151751443	151928175	-1	ENSG00000242908	lncRNA	non coding	lncRNA	ND	101928142	101928142
ENSG00000242925	PLCH1-AS2	PLCH1-AS2	3	155485803	155487121	1	ENSG00000242925	lncRNA	non coding	lncRNA	100874036	100874036	100874036
ENSG00000242931	RPL7P49	RPL7P49	17	76430417	76431124	-1	ENSG00000242931	processed_pseudogene	other	pseudogene	ND	100271221	100271221
ENSG00000242941	RPL12P7	RPL12P7	14	68693090	68693583	1	ENSG00000242941	processed_pseudogene	other	pseudogene	ND	326275	326275
ENSG00000242945	RPL29P32	RPL29P32	18	53605254	53605725	-1	ENSG00000242945	processed_pseudogene	other	pseudogene	ND	390856	390856
ENSG00000242948	EPS15P1	EPS15P1	7	46781373	46783443	1	ENSG00000242948	transcribed_processed_pseudogene	other	pseudogene	ND	55380	55380
ENSG00000242950	ERVW-1	ERVW-1	7	92468380	92477986	-1	ENSG00000242950	protein_coding	coding	mRNA	30816	30816	30816
ENSG00000242951	AC007182.2	AC007182.2	14	75595805	75596206	-1	ENSG00000242951	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242952	RPSAP3	RPSAP3	14	76634775	76635661	-1	ENSG00000242952	transcribed_processed_pseudogene	other	pseudogene	ND	158674	158674
ENSG00000242953	AC139453.1	AC139453.1	3	75395404	75395536	-1	ENSG00000242953	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242958	AC040975.1	AC040975.1	8	28810103	28810418	1	ENSG00000242958	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242963	AC026336.1	AC026336.1	12	130216807	130217157	-1	ENSG00000242963	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242968	AC096992.1	AC096992.1	3	136808551	136809623	-1	ENSG00000242968	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242970	AC068522.1	AC068522.1	8	58588420	58588764	-1	ENSG00000242970	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242971	RN7SL233P	RN7SL233P	18	21793883	21794159	1	ENSG00000242971	misc_RNA	non coding	misc_RNA	ND	106480985	106480985
ENSG00000242973	AL591242.1	AL591242.1	6	46670444	46688165	-1	ENSG00000242973	lncRNA	non coding	lncRNA	101926934	ND	101926934
ENSG00000242978	PPIAP83	PPIAP83	7	144434826	144435314	-1	ENSG00000242978	processed_pseudogene	other	pseudogene	ND	111082969	111082969
ENSG00000242979	RPS15AP18	RPS15AP18	5	179933805	179934196	-1	ENSG00000242979	processed_pseudogene	other	pseudogene	ND	100271360	100271360
ENSG00000242985	RN7SL50P	RN7SL50P	18	8471831	8472128	1	ENSG00000242985	misc_RNA	non coding	misc_RNA	ND	106479243	106479243
ENSG00000242986	RPL21P99	RPL21P99	12	29658376	29658798	-1	ENSG00000242986	processed_pseudogene	other	pseudogene	ND	100271429	100271429
ENSG00000242990	RPL13AP23	RPL13AP23	12	57674665	57675250	1	ENSG00000242990	processed_pseudogene	other	pseudogene	ND	441641	441641
ENSG00000242991	RPL7P40	RPL7P40	12	17121716	17122460	1	ENSG00000242991	processed_pseudogene	other	pseudogene	ND	100271220	100271220
ENSG00000242992	FTH1P4	FTH1P4	3	128764466	128765018	-1	ENSG00000242992	processed_pseudogene	other	pseudogene	ND	2499	2499
ENSG00000242993	AP000870.1	AP000870.1	11	95963219	95963624	1	ENSG00000242993	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242995	AL161757.1	AL161757.1	14	56683421	56683741	-1	ENSG00000242995	processed_pseudogene	other	pseudogene	ND	ND	ND
ENSG00000242999	RN7SL239P	RN7SL239P	11	74845910	74846209	1	ENSG00000242999	misc_RNA	non coding	misc_RNA	ND	106479309	106479309
ENSG00000243004	AC005062.1	AC005062.1	7	19918981	20140453	-1	ENSG00000243004	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000243005	RN7SL16P	RN7SL16P	4	24563193	24563461	-1	ENSG00000243005	misc_RNA	non coding	misc_RNA	ND	106479231	106479231
ENSG00000243007	RPL12P35	RPL12P35	15	72379215	72379710	-1	ENSG00000243007	processed_pseudogene	other	pseudogene	ND	400389	400389
ENSG00000243008	AL359538.1	AL359538.1	13	24566873	24597676	1	ENSG00000243008	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000243014	PTMAP8	PTMAP8	3	117026698	117027039	1	ENSG00000243014	processed_pseudogene	other	pseudogene	ND	728873	728873
ENSG00000243018	AC005486.1	AC005486.1	7	151249325	151254390	1	ENSG00000243018	lncRNA	non coding	lncRNA	ND	ND	ND
ENSG00000243020	RPL7P39	RPL7P39	12	64867956	64868699	-1	ENSG00000243020	processed_pseudogene	other	pseudogene	ND	100271217	100271217
ENSG00000243022	MARK3P3	MARK3P3	3	128848673	128849399	-1	ENSG00000243022	processed_pseudogene	other	pseudogene	ND	100533754	100533754
