ID	gene name	aliases	pubmed count
101928906	LOC101928906	-	0
101928907	VPS13C-DT	-	0
101928909	TTC7B-AS1	-	0
101928911	LOC101928911	-	1
101928912	LOC101928912	-	0
101928913	LINC01515	-	3
101928917	HSFX3	-	1
101928919	LINC02489	-	0
101928922	LINC00463	AMER2-AS1	0
101928923	LOC101928923	-	0
101928924	LOC101928924	-	0
101928929	LOC101928929	-	0
101928931	SEMA3B-AS1	-	5
101928932	LOC101928932	-	0
101928933	LOC101928933	-	0
101928936	LOC101928936	-	0
101928937	LOC101928937	-	0
101928940	LOC101928940	-	0
101928942	PRKG2-AS1	-	0
101928943	MADD-AS1	-	0
101928944	LINC02720	-	0
101928953	LOC101928953	-	0
101928957	LOC101928957	-	0
101928961	LOC101928961	-	0
101928963	HNRNPD-DT	-	0
101928965	LOC101928965	-	0
101928969	RHOXF1-AS1	-	0
101928971	LINC01262	TCONS_l2_00021807	0
101928972	LOC101928972	-	0
101928973	LINC01732	-	0
101928977	LOC101928977	-	0
101928978	LINC02994	-	0
101928979	LINC01719	-	0
101928982	ZFP28-DT	-	0
101928985	LOC101928985	-	0
101928988	LOC101928988	-	0
101928989	MIR4300HG	-	3
101928991	CCDC92B	-	0
101928992	LINC02069	-	0
101928994	LOC101928994	-	0
101928995	LINC01649	-	0
101928999	IQCF5-AS1	-	0
101929002	LINC02287	-	0
101929003	LOC101929003	-	0
101929004	LOC101929004	-	0
101929006	LINC03003	-	0
101929007	LOC101929007	-	0
101929010	SIRPG-AS1	-	0
101929011	LINC02702	LASER	0
101929014	LOC101929014	-	0
101929018	LOC101929018	-	0
101929019	LINC02270	-	0
101929021	LOC101929021	-	0
101929023	LINC01762	-	0
101929025	LINC01516	-	0
101929027	LINC02387	-	0
101929028	LOC101929028	-	0
101929031	LOC101929031	-	0
101929034	LINC02116	-	0
101929043	DLG2-AS2	-	0
101929045	LOC101929045	-	0
101929048	LOC101929048	-	0
101929050	LOC101929050	-	0
101929052	LINC00836	-	0
101929054	TWF2-DT	-	0
101929056	IRX4-AS1	-	0
101929057	MDN1-AS1	-	0
101929058	C12orf42-AS1	-	0
101929059	ZIM2-AS1	ZIM2as	0
101929064	MAPK10-AS1	-	0
101929066	ASAH1-AS1	-	0
101929069	LINC01633	GS1-120K12.4	0
101929071	LINC01182	-	0
101929072	MICA-AS1	-	0
101929073	LOC101929073	-	0
101929074	PIK3CD-AS2	-	0
101929076	SKOR1-AS1	-	0
101929077	LINC02334	-	0
101929080	LINC02292	-	0
101929081	CTD-2194D22.4	-	0
101929082	LINC01333	-	0
101929083	CASC6	-	0
101929084	LINC02401	-	0
101929086	LINC01447	-	0
101929088	LINC03075	-	0
101929089	TTC36-AS1	-	0
101929093	LINC01350	GS1-204I12.1	0
101929095	C1QTNF7-AS1	-	0
101929098	LOC101929098	-	0
101929099	CD101-AS1	-	0
101929106	LOC101929106	-	0
101929107	LOC101929107	-	0
101929109	LOC101929109	-	0
101929110	CASC18	-	5
101929111	LINC01149	-	4
101929116	LOC101929116	-	0
101929117	LINC03028	-	0
101929120	BRINP3-DT	LINC01351	0
101929121	LINC00437	TCONS_00021639	0
101929122	FNDC1-AS1	-	0
101929123	LINC02493	-	0
101929124	LOC101929124	-	0
101929125	LINC01730	-	0
101929127	PGM5P3-AS1	FAM233B	5
101929128	LOC101929128	-	0
101929129	LOC101929129	-	0
101929130	LOC101929130	-	0
101929134	PIGY-DT	-	1
101929140	LOC101929140	-	0
101929142	LOC101929142	-	0
101929144	LINC01858	-	0
101929145	PPP3CB-AS1	USP54-AS1	2
101929147	WARS2-AS1	-	0
101929148	LOC101929148	-	0
101929151	LINC02204	-	0
101929152	P3H2-AS1	LEPREL1-AS1	0
101929153	LINC02114	-	0
101929154	LOC101929154	-	0
101929159	DENND6A-DT	-	0
101929161	LOC101929161	-	0
101929162	PRDM4-AS1	-	0
101929163	TSBP1-AS1	-	0
101929164	LINC01859	-	0
101929172	LINC03093	-	0
101929173	THSD4-AS2	-	0
101929174	LOC101929174	-	0
101929176	ADAMTS16-DT	CTD-2297D10.2	0
101929178	LOC101929178	-	0
101929179	LINC01388	-	0
101929180	LINC02673	-	0
101929181	LINC01647	-	0
101929184	LINC01031	TCONS_00000361	0
101929185	LOC101929185	-	0
101929188	ITPR3-AS1	-	0
101929191	LINC03022	LINCR-0001	0
101929194	LNCPRESS2	-	0
101929196	THSD4-AS1	-	0
101929198	ATP13A4-AS1	-	0
101929199	LINC02261	-	0
101929200	LOC101929200	-	0
101929201	LOC101929201	-	0
101929202	MKX-AS1	-	0
101929204	LOC101929204	-	0
101929207	LINC01729	-	0
101929208	LOC101929208	-	0
101929210	SMARCAD1-DT	-	0
101929212	SMIM2-AS1	C13orf44-AS1|C3orf81-AS1	0
101929215	THBS4-AS1	CTD-2201I18.1	0
101929217	LINC03054	-	0
101929218	LINC01517	-	0
101929221	INSYN1-AS1	C15orf59-AS1	0
101929222	DISC1FP1	Boymaw	10
101929224	DDX59-AS1	-	0
101929225	MCM8-AS1	-	0
101929227	LOC101929227	-	0
101929229	PINX1-DT	-	0
101929230	LOC101929230	-	0
101929231	MMADHC-DT	-	0
101929234	LOC101929234	-	0
101929237	LOC101929237	-	0
101929238	CFAP20DC-AS1	C3orf67-AS1	0
101929239	PACRG-AS2	-	0
101929241	LINC02325	-	0
101929243	ILRUN-AS1	-	0
101929244	CASC20	-	0
101929247	LINC01231	-	0
101929248	LOC101929248	-	0
101929255	LOC101929255	-	0
101929256	LOC101929256	-	0
101929258	LOC101929258	-	0
101929259	LOC101929259	-	0
101929260	LINC01920	-	0
101929261	LINC02123	-	0
101929265	LINC01428	-	0
101929268	LOC101929268	-	0
101929269	LOC101929269	-	0
101929270	LOC101929270	-	0
101929272	DTNB-AS1	-	0
101929278	LOC101929278	-	0
101929279	LOC101929279	-	0
101929282	LINC02612	-	0
101929284	LINC02199	-	0
101929285	SCUBE3-AS1	Z97832.2	0
101929286	KCNMA1-AS3	-	0
101929288	LINC01751	-	0
101929290	LOC101929290	-	0
101929291	LOC101929291	-	0
101929294	ADAM7-AS1	-	0
101929295	LNCRNA-IUR	-	2
101929297	LOC101929297	-	0
101929298	LOC101929298	-	0
101929302	RFX3-DT	CVAT7|RFX3-AS1	0
101929305	LOC101929305	-	0
101929307	LOC101929307	-	0
101929309	LOC101929309	-	0
101929310	KCNMA1-AS2	-	0
101929312	LINC01706	-	0
101929314	LOC101929314	-	0
101929315	ADAM7-AS2	-	0
101929316	PRICKLE2-DT	-	0
101929319	LOC101929319	-	0
101929320	LOC101929320	-	0
101929321	LOC101929321	-	0
101929326	LOC101929326	-	0
101929328	KCNMA1-AS1	-	4
101929329	LAMP5-AS1	-	3
101929331	LINC02975	-	0
101929333	LOC101929333	-	0
101929335	ADAMTS9-AS1	-	12
101929337	LINC02037	-	0
101929338	SEMA5A-AS1	CTD-2201E9.1	0
101929340	ESAM-AS1	-	0
101929341	LOC101929341	-	0
101929343	LOC101929343	-	0
101929344	LINC01198	-	7
101929347	LOC101929347	-	0
101929348	LOC101929348	-	0
101929350	LINC01665	-	0
101929351	CDC37L1-DT	CDC37L1-AS1	0
101929352	LINC02664	-	0
101929353	DDIT4L-AS1	-	0
101929355	CFAP97D2	-	1
101929357	HP09053	-	0
101929359	LOC101929359	-	0
101929371	PARAL1	-	1
101929372	LOC101929372	-	0
101929373	LOC101929373	-	0
101929374	LINC01659	-	0
101929378	LINC01876	-	0
101929380	LOC101929380	-	0
101929384	SLC6A12-AS1	-	0
101929386	LOC101929386	-	0
101929387	LMF1-AS1	LA16c-366D3.1	0
101929388	LOC101929388	-	0
101929390	LINC01247	-	0
101929395	LINC01752	-	0
101929397	LINC01518	-	5
101929398	LOC101929398	-	0
101929400	LOC101929400	-	0
101929402	EXTL3-AS1	C8orf50	0
101929406	LINC01648	-	0
101929407	PTPRD-AS1	-	0
101929408	LOC101929408	-	0
101929410	SUCLA2-AS1	-	0
101929411	LOC101929411	-	0
101929412	LINC02212	-	0
101929413	LOC101929413	-	0
101929415	PENK-AS1	-	0
101929420	LOC101929420	-	0
101929422	LINC02285	-	0
101929423	MEF2C-AS1	-	6
101929425	BTBD9-AS1	-	0
101929427	LOC101929427	-	0
101929428	PTPRD-DT	PTPRD-AS2	0
101929431	LOC101929431	-	0
101929432	LOC101929432	-	0
101929437	PRRX2-AS1	-	0
101929439	LOC101929439	-	0
101929440	LOC101929440	LA16c-312E8.2	0
101929441	ERLNC1	ElncRNA1|TC0101441	0
101929444	LOC101929444	-	0
101929445	LINC02623	-	0
101929446	LOC101929446	-	0
101929447	IATPR	TCONS_00018476|linc-ITGB1	5
101929448	LINC02428	-	0
101929450	LINC02099	-	0
101929452	LOC101929452	-	0
101929454	LINC02149	-	0
101929457	LOC101929457	-	0
101929459	TMCC2-AS1	-	0
101929460	LOC101929460	-	0
101929464	PHC2-AS1	-	0
101929467	LURAP1L-AS1	-	0
101929468	CXXC4-AS1	-	0
101929469	TEX52	-	0
101929470	LOC101929470	-	0
101929472	CTD-2350J17.1	-	0
101929473	LOC101929473	-	0
101929475	ITGB1-DT	LincIN	0
101929476	LINC01698	-	0
101929478	LINGO1-AS2	-	0
101929480	MAPK8IP3-AS1	LA16c-329F2.1	0
101929484	LINC01615	-	0
101929485	LOC101929485	-	0
101929486	LINC01722	-	0
101929488	LOC101929488	-	0
101929492	LOC101929492	-	0
101929494	LOC101929494	-	0
101929495	LINC01339	-	0
101929497	LINC02712	-	0
101929504	LINC02544	-	0
101929505	LINC02150	-	0
101929506	LOC101929506	-	0
101929507	LOC101929507	-	0
101929510	LOC101929510	-	0
101929511	LINC01970	-	0
101929512	PSMD14-DT	-	0
101929516	PABPC4-AS1	-	0
101929517	ETS1-AS1	pancEts-1	0
101929520	LINC00993	-	0
101929523	THBS2-AS1	-	0
101929524	RETREG1-AS1	-	0
101929526	DTD1-AS1	-	0
101929528	LOC101929528	-	0
101929529	GSTCD-AS1	-	0
101929531	LINC01871	-	0
101929532	LOC101929532	-	0
101929534	LOC101929534	-	0
101929535	LOC101929535	-	0
101929536	LOC101929536	-	0
101929538	LOC101929538	-	0
101929539	LINC01422	-	0
101929540	LOC101929540	-	0
101929541	LINC02608	-	0
101929542	PRKD3-DT	-	0
101929544	LINC02217	-	0
101929547	LOC101929547	-	0
101929548	FOCAD-AS1	-	0
101929549	GAU1	GALNT8-DT	1
101929550	LOC101929550	-	0
101929551	LOC101929551	-	0
101929552	LOC101929552	-	0
101929555	LOC101929555	-	0
101929557	LINC01395	-	0
101929559	PIRAT1	LINC00211|NCRNA00211|PIRAT	0
101929560	ARNT2-DT	-	0
101929563	LOC101929563	-	0
101929565	LINC01740	-	0
101929566	LOC101929566	LA16c-325D7.2	0
101929567	LINC01814	-	0
101929570	KCNH7-AS1	-	0
101929572	LOC101929572	-	0
101929574	TSPAN14-AS1	-	0
101929575	CFAP61-AS1	-	0
101929577	LOC101929577	-	0
101929579	CCDC54-AS1	-	0
101929582	LINC01241	-	0
101929584	LINC02443	-	0
101929586	LOC101929586	-	0
101929590	NRG3-AS1	C10orf100|Em:AC010157.1	0
101929591	KIZ-AS1	-	0
101929592	ST3GAL3-AS1	-	0
101929594	LOC101929594	-	0
101929595	CYP2U1-AS1	-	0
101929596	LINC02613	-	2
101929601	LOC101929601	-	0
101929602	IFT74-AS1	-	0
101929607	LINC01990	-	0
101929608	LINC01726	-	0
101929609	LOC101929609	-	0
101929614	LOC101929614	-	0
101929617	LOC101929617	-	0
101929620	LINC01243	-	0
101929621	LOC101929621	-	0
101929622	LOC101929622	-	0
101929623	LINC01215	-	0
101929624	LINC01519	-	0
101929625	LINC01727	IRENA	0
101929626	LOC101929626	-	0
101929627	LOC101929627	-	0
101929628	LINC02842	-	0
101929631	LINC01653	-	0
101929633	LOC101929633	-	0
101929634	LINC02280	-	0
101929637	NTM-AS1	C11orf39	0
101929638	LOC101929638	-	0
101929639	B4GALT1-AS1	-	6
101929643	LOC101929643	-	0
101929645	LOC101929645	-	0
101929646	LINC02647	-	0
101929650	LOC101929650	-	0
101929651	LINC01398	-	0
101929653	LOC101929653	-	0
101929655	TMC3-AS1	-	3
101929657	LOC101929657	-	0
101929660	LINC02109	-	0
101929662	LOC101929662	-	0
101929663	LINC01427	-	0
101929664	HORMAD2-AS1	MTMR3-AS1	3
101929667	LOC101929667	-	0
101929679	LINC02883	KMU15	0
101929680	SCN1A-AS1	-	0
101929681	LINC02064	-	0
101929684	LINC01520	-	0
101929685	LNCNEF	LINC01384|lncRNA-NEF	0
101929688	UBE2R2-AS1	LINC01251	0
101929690	LINC01583	-	0
101929691	LOC101929691	-	0
101929692	LOC101929692	-	0
101929693	RARA-AS1	-	0
101929694	LINC02042	-	0
101929696	PSD2-AS1	-	0
101929697	LINC01983	-	0
101929698	LOC101929698	-	0
101929700	LINC01794	-	0
101929701	LINC01584	-	0
101929704	TTC23L-AS1	-	0
101929705	SCIRT	DATOC-1	6
101929707	LOC101929707	-	0
101929709	RIPK2-DT	-	0
101929710	LOC101929710	-	6
101929715	ODC1-DT	lncRNA-MIF	0
101929716	ARMC2-AS1	-	0
101929717	LINC02044	-	0
101929718	LOC101929718	-	0
101929719	LOC101929719	-	0
101929721	AGBL4-AS1	-	0
101929723	LINC01914	-	0
101929726	MYMX	CFZS2|MINION|hMINION	7
101929727	LOC101929727	-	0
101929730	LINC01352	-	0
101929732	LOC101929732	LA16c-390H2.4	0
101929733	LINC01954	-	0
101929736	LINC01372	-	0
101929741	METTL14-DT	-	0
101929743	LINC01586	-	0
101929745	LINC02119	-	0
101929746	ZNF341-AS1	-	0
101929748	LOC101929748	-	0
101929750	LOC101929750	-	0
101929752	LOC101929752	-	0
101929753	MYO3B-AS1	-	0
101929754	ZBTB20-AS5	-	0
101929756	LOC101929756	-	0
101929760	PIK3IP1-DT	PIK3IP1-AS1	0
101929762	LOC101929762	-	0
101929765	LINC01585	-	0
101929767	LOC101929767	-	3
101929768	OSMR-DT	CTD-2127H9.1|OSMR-AS1	0
101929769	LINC01063	-	1
101929770	LOC101929770	-	0
101929771	LINC01655	-	0
101929773	LOC101929773	-	0
101929774	LOC101929774	-	0
101929775	LOC101929775	-	0
101929777	LOC101929777	-	0
101929788	LOC101929788	-	0
101929790	LOC101929790	-	0
101929796	NOTCH2NLR	NOTCH2NLD	4
101929800	LOC101929800	-	0
101929802	LOC101929802	-	0
101929805	LOC101929805	-	0
101929814	LOC101929814	-	0
101929819	LOC101929819	-	0
101929823	LOC101929823	-	0
101929826	LINC01632	-	0
101929828	LOC101929828	-	0
101929846	LOC101929846	-	0
101929861	LOC101929861	-	0
101929863	LOC101929863	-	0
101929866	LINC02597	-	0
101929881	LOC101929881	-	0
101929882	KLF11-DT	-	0
101929894	LOC101929894	-	0
101929897	IKBKB-DT	ALAL-1	0
101929898	LOC101929898	-	0
101929901	FOXO6-AS1	-	0
101929902	LOC101929902	-	0
101929908	LOC101929908	-	0
101929918	LOC101929918	-	0
101929922	LOC101929922	-	0
101929926	TEX51	-	0
101929935	LOC101929935	-	0
101929937	LOC101929937	-	0
101929947	ITGA6-AS1	-	0
101929951	MACORIS	-	0
101929963	LOC101929963	-	0
101929967	LOC101929967	-	0
101929974	LOC101929974	-	0
101929976	LOC101929976	-	0
101929977	MARCHF6-DT	PACMP	1
101929983	PRAMEF27	-	2
101929989	LITAFD	-	1
101929996	LOC101929996	-	0
101929998	LOC101929998	-	0
101930010	DST-AS1	-	0
101930023	LINC02391	-	0
101930028	LOC101930028	-	0
101930053	LOC101930053	-	0
101930071	LOC101930071	-	0
101930081	LOC101930081	-	0
101930085	HERPUD2-AS1	-	0
101930091	LOC101930091	-	0
101930094	RSPH1-DT	-	0
101930100	LOC101930100	-	0
101930109	LOC101930109	-	0
101930112	LOC101930112	-	0
101930114	HSD11B1-AS1	-	2
101930129	LOC101930129	-	0
101930149	LOC101930149	-	0
101930162	LINC02417	-	0
101930164	LINC02555	-	0
101930275	MTUS1-DT	-	0
101930276	LOC101930276	-	0
101930294	LINC02317	-	0
101930370	GALNT7-DT	-	0
101930421	LOC101930421	-	0
101930434	LOC101930434	-	0
101930452	LINC02367	-	0
101930496	LOC101930496	-	0
101930593	DNAAF3-AS1	-	0
101930665	LOC101930665	-	0
101930746	LINC00945	-	0
101930747	LINC00380	-	0
101930748	LINC00367	-	0
101930749	LINC00397	-	0
101937451	LINC01030	-	0
101954204	LINC00644	-	0
101954264	RNVU1-4	RNU1-102|RNU1-50|RNVU1-5|vU1.4|vU1.5	0
101954266	RNVU1-14	RNU1-37|vU1.14	2
101954267	RNVU1-15	RNU1-121|RNU1-66|RNVU1-16|vU1.15|vU1.16	0
101954268	RNVU1-20	RNU1-110|vU1.20	0
101954269	RNVU1-17	RNU1-127|vU1.17	2
101954271	RNU6-9	U6-9	0
101954272	RNVU1-3	RNU1-113|RNU1-151|RNVU1-12|vU1.12|vU1.3	0
101954273	RNVU1-1	RNU1-10P|RNU1-53|RNU1P10|RNVU1-10|U1.4|U1P14|vU1.1|vU1.10	3
101954275	RNU6-7	U6-7	0
101954276	RNVU1-6	RNU1-99|vU1.6	2
101954277	RNVU1-19	RNU1-126|RNU1-147|RNVU1-13|vU1.13|vU1.19	2
101954278	RNU6-8	U6-8	2
101978719	LINC00970	-	0
101978785	PCAT14	-	0
102031319	EPC1-AS1	-	0
102060282	RASSF1-AS1	ANRASSF1	0
102060414	C2-AS1	-	0
102157400	LINC00384	-	0
102157401	PCBP2-OT1	TUC.338|TUC338|uc.338	9
102157402	AK6	AD-004|CGI-137|CINAP|CIP|hCINAP	36
102191832	FBXW7-AS1	DEAR|DEspR	10
102216268	CISTR	CISTR-ACT|CISTRACT|re52431	2
102216341	LINC01109	lncRNA-N1	0
102216342	LINC01108	LncRNA-ES1	5
102238594	SPACA6-AS1	LINC01129|SPACA6P-AS	0
102288414	C11orf98	C11orf48	28
102464817	MIR5787	hsa-mir-5787	0
102464823	MIR6068	hsa-mir-6068	0
102464824	MIR6069	hsa-mir-6069	0
102464825	MIR6070	hsa-mir-6070	0
102464826	MIR6073	hsa-mir-6073	0
102464827	MIR6074	hsa-mir-6074	0
102464828	MIR6076	hsa-mir-6076	0
102464829	MIR6078	hsa-mir-6078	0
102464830	MIR6079	hsa-mir-6079	0
102464831	MIR6080	hsa-mir-6080	0
102464832	MIR6083	hsa-mir-6083	0
102464833	MIR6084	hsa-mir-6084	0
102464834	MIR6085	hsa-mir-6085	0
102464836	MIR6088	hsa-mir-6088	0
102464837	MIR6089	MIR6089-1|MIR6089-2|hsa-mir-6089-1|hsa-mir-6089-2	0
102465133	MIR6125	hsa-mir-6125|mir-6125	0
102465134	MIR6126	hsa-mir-6126	0
102465135	MIR6128	hsa-mir-6128	2
102465136	MIR378J	hsa-mir-378j	2
102465137	MIR6129	hsa-mir-6129	2
102465138	MIR6131	hsa-mir-6131	2
102465139	MIR6133	hsa-mir-6133	3
102465140	MIR6134	hsa-mir-6134	2
102465141	MIR6165	hsa-mir-6165	0
102465246	MIR6499	hsa-mir-6499|mir-6499	0
102465247	MIR548AY	hsa-mir-548ay	0
102465248	MIR6501	hsa-mir-6501|mir-6501	3
102465249	MIR6502	hsa-mir-6502	0
102465250	MIR6503	hsa-mir-6503	0
102465251	MIR6504	hsa-mir-6504	0
102465252	MIR6506	hsa-mir-6506	0
102465253	MIR6507	hsa-mir-6507	0
102465254	MIR6509	hsa-mir-6509	0
102465255	MIR6512	hsa-mir-6512|mir-6512	0
102465256	MIR6513	hsa-mir-6513|mir-6513	0
102465257	MIR6514	hsa-mir-6514|mir-6514	0
102465427	MIR6715B	hsa-mir-6715b	0
102465428	MIR6717	hsa-mir-6717	0
102465429	MIR6511B1	MIR6511B-1|hsa-mir-6511b-1	0
102465430	MIR6718	hsa-mir-6718	0
102465431	MIR6722	hsa-mir-6722	0
102465433	MIR6724-1	MIR6724|hsa-mir-6724|hsa-mir-6724-1	0
102465434	MIR6726	hsa-mir-6726	0
102465435	MIR6727	hsa-mir-6727	0
102465436	MIR6728	hsa-mir-6728	0
102465437	MIR6731	hsa-mir-6731	0
102465438	MIR6732	hsa-mir-6732	0
102465439	MIR6733	hsa-mir-6733	0
102465440	MIR6735	hsa-mir-6735	0
102465441	MIR6737	hsa-mir-6737	0
102465442	MIR6738	hsa-mir-6738	0
102465443	MIR6740	hsa-mir-6740	0
102465444	MIR6742	hsa-mir-6742	0
102465445	MIR6743	hsa-mir-6743	0
102465446	MIR6746	hsa-mir-6746	0
102465447	MIR6747	hsa-mir-6747	0
102465448	MIR6748	hsa-mir-6748	0
102465449	MIR6751	hsa-mir-6751	0
102465450	MIR6752	hsa-mir-6752	0
102465451	MIR6753	hsa-mir-6753	0
102465452	MIR6755	hsa-mir-6755	0
102465453	MIR6756	hsa-mir-6756	0
102465454	MIR6758	hsa-mir-6758	0
102465455	MIR6760	hsa-mir-6760	0
102465456	MIR6761	hsa-mir-6761	2
102465457	MIR6762	hsa-mir-6762	2
102465458	MIR6765	hsa-mir-6765	0
102465459	MIR6767	hsa-mir-6767	0
102465460	MIR6768	hsa-mir-6768	0
102465461	MIR6770-1	hsa-mir-6770-1	0
102465462	MIR6771	hsa-mir-6771	0
102465463	MIR6772	hsa-mir-6772	0
102465464	MIR6775	hsa-mir-6775	4
102465465	MIR6776	hsa-mir-6776	0
102465466	MIR6777	hsa-mir-6777	0
102465467	MIR6779	hsa-mir-6779	0
102465468	MIR6781	hsa-mir-6781	0
102465469	MIR6782	hsa-mir-6782	2
102465470	MIR6784	hsa-mir-6784	0
102465471	MIR6786	hsa-mir-6786	0
102465472	MIR6787	hsa-mir-6787	0
102465473	MIR6790	hsa-mir-6790	2
102465474	MIR6791	hsa-mir-6791	3
102465475	MIR6792	hsa-mir-6792	0
102465476	MIR6795	hsa-mir-6795	0
102465477	MIR6796	hsa-mir-6796	0
102465478	MIR6797	hsa-mir-6797	0
102465479	MIR6799	hsa-mir-6799	0
102465480	MIR6800	hsa-mir-6800	4
102465481	MIR6802	hsa-mir-6802	2
102465482	MIR6804	hsa-mir-6804	0
102465483	MIR6805	hsa-mir-6805	2
102465484	MIR6806	hsa-mir-6806	0
102465485	MIR6809	hsa-mir-6809	0
102465486	MIR6811	hsa-mir-6811	0
102465487	MIR6812	hsa-mir-6812	3
102465488	MIR6814	hsa-mir-6814	0
102465489	MIR6815	hsa-mir-6815	0
102465490	MIR6816	hsa-mir-6816	3
102465491	MIR6819	hsa-mir-6819	0
102465492	MIR6820	hsa-mir-6820	0
102465493	MIR6821	hsa-mir-6821	0
102465494	MIR6823	hsa-mir-6823	0
102465495	MIR6824	hsa-mir-6824	0
102465496	MIR6826	hsa-mir-6826	0
102465497	MIR6828	hsa-mir-6828	0
102465498	MIR6830	hsa-mir-6830	0
102465499	MIR6831	hsa-mir-6831	2
102465500	MIR6833	hsa-mir-6833	0
102465501	MIR6834	hsa-mir-6834	0
102465502	MIR6835	hsa-mir-6835	0
102465503	MIR6836	hsa-mir-6836	0
102465504	MIR6838	hsa-mir-6838	0
102465505	MIR6839	hsa-mir-6839	0
102465506	MIR6841	hsa-mir-6841	2
102465507	MIR6842	hsa-mir-6842	2
102465508	MIR6843	hsa-mir-6843	0
102465509	MIR6846	hsa-mir-6846	0
102465510	MIR6847	hsa-mir-6847	0
102465511	MIR6848	hsa-mir-6848	0
102465512	MIR6851	hsa-mir-6851	0
102465513	MIR6852	hsa-mir-6852	0
102465514	MIR6854	hsa-mir-6854	0
102465515	MIR6856	hsa-mir-6856	0
102465516	MIR6857	hsa-mir-6857	0
102465517	MIR6858	hsa-mir-6858	0
102465518	MIR6860	hsa-mir-6860	0
102465519	MIR6861	hsa-mir-6861	0
102465520	MIR6862-1	hsa-mir-6862-1	0
102465521	MIR6864	hsa-mir-6864	0
102465522	MIR6865	hsa-mir-6865	0
102465523	MIR6867	hsa-mir-6867	0
102465524	MIR6869	hsa-mir-6869	0
102465525	MIR6870	hsa-mir-6870	0
102465526	MIR6872	hsa-mir-6872	0
102465527	MIR6876	hsa-mir-6876	0
102465528	MIR6877	hsa-mir-6877	0
102465529	MIR6878	hsa-mir-6878	0
102465530	MIR6881	hsa-mir-6881	0
102465531	MIR6882	hsa-mir-6882	0
102465532	MIR6883	hsa-mir-6883	0
102465533	MIR6885	hsa-mir-6885	0
102465534	MIR6886	hsa-mir-6886	0
102465535	MIR6888	hsa-mir-6888	0
102465536	MIR6890	hsa-mir-6890	0
102465537	MIR6891	hsa-mir-6891	9
102465538	MIR6892	hsa-mir-6892	0
102465539	MIR6895	hsa-mir-6895	0
102465665	MIR7107	hsa-mir-7107	0
102465666	MIR7109	hsa-mir-7109	0
102465667	MIR7110	hsa-mir-7110	0
102465668	MIR7111	hsa-mir-7111	0
102465669	MIR7113	hsa-mir-7113	0
102465683	MIR6511A3	MIR6511A-3|hsa-mir-6511a-3	0
102465684	MIR6511A4	MIR6511A-4|hsa-mir-6511a-4	0
102465688	MIR7150	hsa-mir-7150	0
102465689	MIR7152	hsa-mir-7152	0
102465690	MIR7153	hsa-mir-7153|mir-7153	0
102465691	MIR7154	hsa-mir-7154	0
102465692	MIR7157	hsa-mir-7157	0
102465693	MIR7158	hsa-mir-7158	0
102465694	MIR7161	hsa-mir-7161	0
102465695	MIR7160	hsa-mir-7160	0
102465696	MIR486-2	hsa-mir-486-2|mir-486-2	25
102465800	MIR7702	hsa-mir-7702	0
102465801	MIR7703	hsa-mir-7703	0
102465802	MIR7704	hsa-mir-7704	3
102465803	MIR7706	hsa-mir-7706	0
102465832	MIR7843	hsa-mir-7843	3
102465833	MIR4433B	hsa-mir-4433b	0
102465834	MIR7844	hsa-mir-7844	0
102465835	MIR7845	hsa-mir-7845	0
102465836	MIR7846	hsa-mir-7846	0
102465837	MIR7849	hsa-mir-7849	0
102465838	MIR7850	hsa-mir-7850	0
102465839	MIR7852	hsa-mir-7852	0
102465840	MIR7854	hsa-mir-7854	0
102465841	MIR7855	hsa-mir-7855	0
102465842	MIR7856	hsa-mir-7856	0
102465854	MIR548BA	hsa-mir-548ba	0
102465855	MIR7973-2	hsa-mir-7973-2	0
102465856	MIR7974	hsa-mir-7974	0
102465857	MIR7976	hsa-mir-7976	0
102465858	MIR7977	hsa-mir-7977	0
102465859	MIR7978	hsa-mir-7978	0
102465860	MIR8054	hsa-mir-8054	0
102465861	MIR8055	hsa-mir-8055	0
102465862	MIR8056	hsa-mir-8056	0
102465863	MIR8058	hsa-mir-8058	0
102465864	MIR8060	hsa-mir-8060	0
102465865	MIR8062	hsa-mir-8062	0
102465866	MIR8064	hsa-mir-8064	0
102465867	MIR8065	hsa-mir-8065	0
102465868	MIR8066	hsa-mir-8066	0
102465869	MIR8067	hsa-mir-8067	0
102465870	MIR8070	hsa-mir-8070	0
102465871	MIR8071-1	hsa-mir-8071-1	0
102465872	MIR8073	hsa-mir-8073	0
102465873	MIR8074	hsa-mir-8074	0
102465874	MIR8075	hsa-mir-8075	0
102465875	MIR8077	hsa-mir-8077	0
102465876	MIR8079	hsa-mir-8079	0
102465877	MIR8080	hsa-mir-8080	0
102465878	MIR8082	hsa-mir-8082	0
102465879	MIR8085	hsa-mir-8085	0
102465880	MIR8086	hsa-mir-8086	0
102465881	MIR8087	hsa-mir-8087	0
102465882	MIR8089	hsa-mir-8089	0
102465906	MIR7112	MIR7112-1|MIR7112-2|hsa-mir-7112|hsa-mir-7112-1|hsa-mir-7112-2	0
102465907	MIR6862-2	hsa-mir-6862-2	0
102465908	MIR6770-2	hsa-mir-6770-2	0
102465909	MIR6859-2	hsa-mir-6859-2	0
102465910	MIR6859-3	hsa-mir-6859-3	0
102465944	MIR6072	hsa-mir-6072	0
102465974	MIR6719	hsa-mir-6719	0
102465975	MIR6763	hsa-mir-6763	0
