Name	Class	Type
cg25577598	CG	CG_of_ESR1_regulator
cg14915854	CG	CG_of_ESR1_regulator
cg18458295	CG	CG_of_ESR1_regulator
cg14080254	CG	CG_of_ESR1_regulator
cg11558328	CG	CG_of_ESR1_regulator
cg25993851	CG	CG_of_ESR1_regulator
cg17338424	CG	CG_of_ESR1_regulator
cg14585160	CG	CG_of_ESR1_regulator
cg26184522	CG	CG_of_ESR1_regulator
cg22284030	CG	CG_of_ESR1_regulator
cg16733769	CG	CG_of_ESR1_regulator
cg27601855	CG	CG_of_ESR1_regulator
cg23310813	CG	CG_of_ESR1_regulator
cg17891278	CG	CG_of_ESR1_regulator
cg18809522	CG	CG_of_ESR1_regulator
cg06035754	CG	CG_of_ESR1_regulator
cg21732842	CG	CG_of_ESR1_regulator
cg17108007	CG	CG_of_ESR1_regulator
cg22015966	CG	CG_of_ESR1_regulator
cg22708233	CG	CG_of_ESR1_regulator
cg04444006	CG	CG_of_ESR1_regulator
cg10461088	CG	CG_of_ESR1_regulator
cg18874060	CG	CG_of_ESR1_regulator
cg00353006	CG	CG_of_ESR1_regulator
cg24376337	CG	CG_of_ESR1_regulator
cg14029856	CG	CG_of_ESR1_regulator
cg18474563	CG	CG_of_ESR1_regulator
cg18112681	CG	CG_of_ESR1_regulator
cg05817709	CG	CG_of_ESR1_regulator
cg25599242	CG	CG_of_ESR1_regulator
cg04999352	CG	CG_of_ESR1_regulator
cg13899097	CG	CG_of_ESR1_regulator
cg14275845	CG	CG_of_ESR1_regulator
cg01102854	CG	CG_of_ESR1_regulator
cg18496910	CG	CG_of_ESR1_regulator
cg18062684	CG	CG_of_ESR1_regulator
cg12427128	CG	CG_of_ESR1_regulator
cg07639550	CG	CG_of_ESR1_regulator
cg18074254	CG	CG_of_ESR1_regulator
cg20286203	CG	CG_of_ESR1_regulator
cg11940773	CG	CG_of_ESR1_regulator
cg05815958	CG	CG_of_ESR1_regulator
cg12502403	CG	CG_of_ESR1_regulator
cg06920434	CG	CG_of_ESR1_regulator
cg21082879	CG	CG_of_ESR1_regulator
cg10068539	CG	CG_of_ESR1_regulator
cg01957629	CG	CG_of_ESR1_regulator
cg26904017	CG	CG_of_ESR1_regulator
cg15801751	CG	CG_of_ESR1_regulator
cg03208489	CG	CG_of_ESR1_regulator
cg03202732	CG	CG_of_ESR1_regulator
cg04568398	CG	CG_of_ESR1_regulator
cg11039361	CG	CG_of_ESR1_regulator
cg19328711	CG	CG_of_ESR1_regulator
cg17998964	CG	CG_of_ESR1_regulator
cg12613618	CG	CG_of_ESR1_regulator
cg06204948	CG	CG_of_ESR1_regulator
cg07705866	CG	CG_of_ESR1_regulator
cg17562299	CG	CG_of_ESR1_regulator
cg08669010	CG	CG_of_ESR1_regulator
cg24769295	CG	CG_of_ESR1_regulator
cg06982473	CG	CG_of_ESR1_regulator
cg09034795	CG	CG_of_ESR1_regulator
cg10689689	CG	CG_of_ESR1_regulator
cg21609804	CG	CG_of_ESR1_regulator
cg01191566	CG	CG_of_ESR1_regulator
cg25998666	CG	CG_of_ESR1_regulator
cg19017420	CG	CG_of_ESR1_regulator
cg21965516	CG	CG_of_ESR1_regulator
cg10391895	CG	CG_of_ESR1_regulator
cg21944567	CG	CG_of_ESR1_regulator
cg02109361	CG	CG_of_ESR1_regulator
cg19393605	CG	CG_of_ESR1_regulator
cg12303232	CG	CG_of_ESR1_regulator
cg10160630	CG	CG_of_ESR1_regulator
cg17128237	CG	CG_of_ESR1_regulator
cg25379390	CG	CG_of_ESR1_regulator
cg21717508	CG	CG_of_ESR1_regulator
cg03101664	CG	CG_of_ESR1_regulator
cg24585346	CG	CG_of_ESR1_regulator
cg19146924	CG	CG_of_ESR1_regulator
cg10776287	CG	CG_of_ESR1_regulator
cg16729495	CG	CG_of_ESR1_regulator
cg17101226	CG	CG_of_ESR1_regulator
cg12220625	CG	CG_of_ESR1_regulator
cg10449839	CG	CG_of_ESR1_regulator
cg15116488	CG	CG_of_ESR1_regulator
cg02554810	CG	CG_of_ESR1_regulator
cg06077876	CG	CG_of_ESR1_regulator
cg21821990	CG	CG_of_ESR1_regulator
cg00427669	CG	CG_of_ESR1_regulator
cg19919209	CG	CG_of_ESR1_regulator
cg04270414	CG	CG_of_ESR1_regulator
cg23381363	CG	CG_of_ESR1_regulator
cg19234089	CG	CG_of_ESR1_regulator
cg20515787	CG	CG_of_ESR1_regulator
cg04681862	CG	CG_of_ESR1_regulator
cg26442458	CG	CG_of_ESR1_regulator
cg13426544	CG	CG_of_ESR1_regulator
cg19972124	CG	CG_of_ESR1_regulator
cg05722148	CG	CG_of_ESR1_regulator
cg23588161	CG	CG_of_ESR1_regulator
cg14397775	CG	CG_of_ESR1_regulator
cg14946192	CG	CG_of_ESR1_regulator
cg06285486	CG	CG_of_ESR1_regulator
cg20986608	CG	CG_of_ESR1_regulator
cg01415344	CG	CG_of_ESR1_regulator
cg15155199	CG	CG_of_ESR1_regulator
cg14017611	CG	CG_of_ESR1_regulator
cg13523449	CG	CG_of_ESR1_regulator
cg14248369	CG	CG_of_ESR1_regulator
cg18783135	CG	CG_of_ESR1_regulator
cg16841119	CG	CG_of_ESR1_regulator
cg10071595	CG	CG_of_ESR1_regulator
cg02768300	CG	CG_of_ESR1_regulator
cg26062621	CG	CG_of_ESR1_regulator
cg06504159	CG	CG_of_ESR1_regulator
cg14670310	CG	CG_of_ESR1_regulator
cg23549693	CG	CG_of_ESR1_regulator
cg02878486	CG	CG_of_ESR1_regulator
cg22876829	CG	CG_of_ESR1_regulator
cg03722472	CG	CG_of_ESR1_regulator
cg25414605	CG	CG_of_ESR1_regulator
cg14761876	CG	CG_of_ESR1_regulator
cg08205230	CG	CG_of_ESR1_regulator
cg13899320	CG	CG_of_ESR1_regulator
cg20122470	CG	CG_of_ESR1_regulator
cg23125542	CG	CG_of_ESR1_regulator
cg17025232	CG	CG_of_ESR1_regulator
cg13708910	CG	CG_of_ESR1_regulator
cg20234060	CG	CG_of_ESR1_regulator
cg10422334	CG	CG_of_ESR1_regulator
cg26800893	CG	CG_of_ESR1_regulator
cg04869854	CG	CG_of_ESR1_regulator
cg22693302	CG	CG_of_ESR1_regulator
cg21404910	CG	CG_of_ESR1_regulator
cg26317405	CG	CG_of_ESR1_regulator
cg20051444	CG	CG_of_ESR1_regulator
cg02274108	CG	CG_of_ESR1_regulator
cg07225277	CG	CG_of_ESR1_regulator
cg14399884	CG	CG_of_ESR1_regulator
cg05330963	CG	CG_of_ESR1_regulator
cg26810723	CG	CG_of_ESR1_regulator
cg17257265	CG	CG_of_ESR1_regulator
cg13063006	CG	CG_of_ESR1_regulator
cg06333012	CG	CG_of_ESR1_regulator
ch.11.71909907R	CG	CG_of_ESR1_regulator
cg09700598	CG	CG_of_ESR1_regulator
cg06838038	CG	CG_of_ESR1_regulator
cg03720898	CG	CG_of_ESR1_regulator
cg24181911	CG	CG_of_ESR1_regulator
cg17472796	CG	CG_of_ESR1_regulator
cg24807146	CG	CG_of_ESR1_regulator
cg16617141	CG	CG_of_ESR1_regulator
cg00238848	CG	CG_of_ESR1_regulator
cg27090029	CG	CG_of_ESR1_regulator
cg27321325	CG	CG_of_ESR1_regulator
cg12078588	CG	CG_of_ESR1_regulator
cg27058763	CG	CG_of_ESR1_regulator
cg16168406	CG	CG_of_ESR1_regulator
cg26730831	CG	CG_of_ESR1_regulator
cg24958612	CG	CG_of_ESR1_regulator
cg04521279	CG	CG_of_ESR1_regulator
cg15279866	CG	CG_of_ESR1_regulator
cg18769818	CG	CG_of_ESR1_regulator
cg16695389	CG	CG_of_ESR1_regulator
cg12286963	CG	CG_of_ESR1_regulator
cg01381367	CG	CG_of_ESR1_regulator
cg00211661	CG	CG_of_ESR1_regulator
cg01589860	CG	CG_of_ESR1_regulator
cg00350448	CG	CG_of_ESR1_regulator
cg04827223	CG	CG_of_ESR1_regulator
cg14476630	CG	CG_of_ESR1_regulator
cg23249399	CG	CG_of_ESR1_regulator
cg21881364	CG	CG_of_ESR1_regulator
cg09517010	CG	CG_of_ESR1_regulator
cg10495997	CG	CG_of_ESR1_regulator
cg12298445	CG	CG_of_ESR1_regulator
cg22968863	CG	CG_of_ESR1_regulator
cg00242341	CG	CG_of_ESR1_regulator
cg09010791	CG	CG_of_ESR1_regulator
cg16044480	CG	CG_of_ESR1_regulator
cg01380194	CG	CG_of_ESR1_regulator
cg20831413	CG	CG_of_ESR1_regulator
cg21931656	CG	CG_of_ESR1_regulator
cg21714809	CG	CG_of_ESR1_regulator
cg01334972	CG	CG_of_ESR1_regulator
cg07031551	CG	CG_of_ESR1_regulator
cg08167047	CG	CG_of_ESR1_regulator
cg03713592	CG	CG_of_ESR1_regulator
cg20513950	CG	CG_of_ESR1_regulator
cg25466805	CG	CG_of_ESR1_regulator
cg02271343	CG	CG_of_ESR1_regulator
cg07330145	CG	CG_of_ESR1_regulator
cg12598767	CG	CG_of_ESR1_regulator
cg03697509	CG	CG_of_ESR1_regulator
cg02119837	CG	CG_of_ESR1_regulator
cg02470043	CG	CG_of_ESR1_regulator
cg09936933	CG	CG_of_ESR1_regulator
cg25205121	CG	CG_of_ESR1_regulator
cg03878208	CG	CG_of_ESR1_regulator
cg03906031	CG	CG_of_ESR1_regulator
cg03575969	CG	CG_of_ESR1_regulator
cg15008287	CG	CG_of_ESR1_regulator
cg14045803	CG	CG_of_ESR1_regulator
cg08749455	CG	CG_of_ESR1_regulator
cg01971132	CG	CG_of_ESR1_regulator
cg16633730	CG	CG_of_ESR1_regulator
cg01230686	CG	CG_of_ESR1_regulator
cg25038954	CG	CG_of_ESR1_regulator
cg13028834	CG	CG_of_ESR1_regulator
cg25433490	CG	CG_of_ESR1_regulator
cg18101314	CG	CG_of_ESR1_regulator
cg22212734	CG	CG_of_ESR1_regulator
cg26962595	CG	CG_of_ESR1_regulator
cg12171159	CG	CG_of_ESR1_regulator
cg18783395	CG	CG_of_ESR1_regulator
cg19901096	CG	CG_of_ESR1_regulator
cg19132326	CG	CG_of_ESR1_regulator
cg24580588	CG	CG_of_ESR1_regulator
cg23286629	CG	CG_of_ESR1_regulator
cg10933774	CG	CG_of_ESR1_regulator
cg13137577	CG	CG_of_ESR1_regulator
cg21508994	CG	CG_of_ESR1_regulator
cg05701676	CG	CG_of_ESR1_regulator
cg22051865	CG	CG_of_ESR1_regulator
cg19549472	CG	CG_of_ESR1_regulator
cg17517138	CG	CG_of_ESR1_regulator
cg10635786	CG	CG_of_ESR1_regulator
cg05516012	CG	CG_of_ESR1_regulator
cg09012337	CG	CG_of_ESR1_regulator
cg21041580	CG	CG_of_ESR1_regulator
cg12104945	CG	CG_of_ESR1_regulator
cg20102397	CG	CG_of_ESR1_regulator
cg11342106	CG	CG_of_ESR1_regulator
cg02498311	CG	CG_of_ESR1_regulator
cg03499808	CG	CG_of_ESR1_regulator
cg23683674	CG	CG_of_ESR1_regulator
cg03958883	CG	CG_of_ESR1_regulator
cg14108978	CG	CG_of_ESR1_regulator
cg19501190	CG	CG_of_ESR1_regulator
cg22058906	CG	CG_of_ESR1_regulator
cg20444218	CG	CG_of_ESR1_regulator
cg18875674	CG	CG_of_ESR1_regulator
cg08679180	CG	CG_of_ESR1_regulator
cg06640773	CG	CG_of_ESR1_regulator
cg06059409	CG	CG_of_ESR1_regulator
cg07648709	CG	CG_of_ESR1_regulator
cg21720306	CG	CG_of_ESR1_regulator
cg07782744	CG	CG_of_ESR1_regulator
cg19701084	CG	CG_of_ESR1_regulator
cg14864148	CG	CG_of_ESR1_regulator
cg16017089	CG	CG_of_ESR1_regulator
cg20864214	CG	CG_of_ESR1_regulator
cg02776498	CG	CG_of_ESR1_regulator
cg18252633	CG	CG_of_ESR1_regulator
cg15017496	CG	CG_of_ESR1_regulator
cg02391615	CG	CG_of_ESR1_regulator
cg02995503	CG	CG_of_ESR1_regulator
cg02311801	CG	CG_of_ESR1_regulator
cg03470933	CG	CG_of_ESR1_regulator
cg01922516	CG	CG_of_ESR1_regulator
cg23460145	CG	CG_of_ESR1_regulator
cg10424462	CG	CG_of_ESR1_regulator
cg05790863	CG	CG_of_ESR1_regulator
cg01800884	CG	CG_of_ESR1_regulator
cg01773858	CG	CG_of_ESR1_regulator
cg05975710	CG	CG_of_ESR1_regulator
cg18975055	CG	CG_of_ESR1_regulator
cg14776050	CG	CG_of_ESR1_regulator
cg09403933	CG	CG_of_ESR1_regulator
cg06454982	CG	CG_of_ESR1_regulator
ch.11.1623093R	CG	CG_of_ESR1_regulator
cg25868469	CG	CG_of_ESR1_regulator
cg21756647	CG	CG_of_ESR1_regulator
cg01901332	CG	CG_of_ESR1_regulator
cg13143213	CG	CG_of_ESR1_regulator
cg25899829	CG	CG_of_ESR1_regulator
cg18821418	CG	CG_of_ESR1_regulator
cg22969079	CG	CG_of_ESR1_regulator
cg17074821	CG	CG_of_ESR1_regulator
cg03932760	CG	CG_of_ESR1_regulator
cg16137891	CG	CG_of_ESR1_regulator
cg08960830	CG	CG_of_ESR1_regulator
cg12041266	CG	CG_of_ESR1_regulator
cg22110267	CG	CG_of_ESR1_regulator
cg10359006	CG	CG_of_ESR1_regulator
cg02449461	CG	CG_of_ESR1_regulator
cg16036142	CG	CG_of_ESR1_regulator
cg21574316	CG	CG_of_ESR1_regulator
cg16906347	CG	CG_of_ESR1_regulator
cg02536026	CG	CG_of_ESR1_regulator
cg26766373	CG	CG_of_ESR1_regulator
cg11458618	CG	CG_of_ESR1_regulator
cg04542047	CG	CG_of_ESR1_regulator
cg15401317	CG	CG_of_ESR1_regulator
cg01088387	CG	CG_of_ESR1_regulator
cg01703818	CG	CG_of_ESR1_regulator
cg15459715	CG	CG_of_ESR1_regulator
cg24080291	CG	CG_of_ESR1_regulator
cg18341054	CG	CG_of_ESR1_regulator
cg14077010	CG	CG_of_ESR1_regulator
cg27281008	CG	CG_of_ESR1_regulator
cg01578073	CG	CG_of_ESR1_regulator
cg27205649	CG	CG_of_ESR1_regulator
cg07278975	CG	CG_of_ESR1_regulator
cg14924594	CG	CG_of_ESR1_regulator
cg15143698	CG	CG_of_ESR1_regulator
cg11014109	CG	CG_of_ESR1_regulator
cg23986826	CG	CG_of_ESR1_regulator
cg12492835	CG	CG_of_ESR1_regulator
cg24975723	CG	CG_of_ESR1_regulator
cg16072780	CG	CG_of_ESR1_regulator
cg06690644	CG	CG_of_ESR1_regulator
cg06333719	CG	CG_of_ESR1_regulator
cg06293294	CG	CG_of_ESR1_regulator
cg05812171	CG	CG_of_ESR1_regulator
cg15580724	CG	CG_of_ESR1_regulator
cg21780326	CG	CG_of_ESR1_regulator
cg14695240	CG	CG_of_ESR1_regulator
cg01295022	CG	CG_of_ESR1_regulator
cg06486098	CG	CG_of_ESR1_regulator
cg13186010	CG	CG_of_ESR1_regulator
cg16706099	CG	CG_of_ESR1_regulator
cg09187709	CG	CG_of_ESR1_regulator
cg11117684	CG	CG_of_ESR1_regulator
cg16947138	CG	CG_of_ESR1_regulator
cg08373323	CG	CG_of_ESR1_regulator
cg15880016	CG	CG_of_ESR1_regulator
cg02008402	CG	CG_of_ESR1_regulator
cg04470984	CG	CG_of_ESR1_regulator
cg15126862	CG	CG_of_ESR1_regulator
cg16444629	CG	CG_of_ESR1_regulator
cg07820783	CG	CG_of_ESR1_regulator
cg27276457	CG	CG_of_ESR1_regulator
cg05925497	CG	CG_of_ESR1_regulator
cg10797129	CG	CG_of_ESR1_regulator
cg25203245	CG	CG_of_ESR1_regulator
ch.11.2082292R	CG	CG_of_ESR1_regulator
cg04819714	CG	CG_of_ESR1_regulator
cg08144237	CG	CG_of_ESR1_regulator
cg19405868	CG	CG_of_ESR1_regulator
cg05671385	CG	CG_of_ESR1_regulator
cg26071033	CG	CG_of_ESR1_regulator
cg13775050	CG	CG_of_ESR1_regulator
cg16459890	CG	CG_of_ESR1_regulator
cg16402635	CG	CG_of_ESR1_regulator
cg16577567	CG	CG_of_ESR1_regulator
cg01284709	CG	CG_of_ESR1_regulator
cg04535665	CG	CG_of_ESR1_regulator
cg16837206	CG	CG_of_ESR1_regulator
cg17008031	CG	CG_of_ESR1_regulator
cg26453230	CG	CG_of_ESR1_regulator
cg21643095	CG	CG_of_ESR1_regulator
cg02556071	CG	CG_of_ESR1_regulator
cg20338030	CG	CG_of_ESR1_regulator
cg20120939	CG	CG_of_ESR1_regulator
cg22374268	CG	CG_of_ESR1_regulator
cg13072246	CG	CG_of_ESR1_regulator
cg21197233	CG	CG_of_ESR1_regulator
cg08290076	CG	CG_of_ESR1_regulator
cg03475182	CG	CG_of_ESR1_regulator
cg05145963	CG	CG_of_ESR1_regulator
cg24575245	CG	CG_of_ESR1_regulator
cg21406100	CG	CG_of_ESR1_regulator
cg26210187	CG	CG_of_ESR1_regulator
cg10174931	CG	CG_of_ESR1_regulator
cg23632529	CG	CG_of_ESR1_regulator
cg07117674	CG	CG_of_ESR1_regulator
cg03813168	CG	CG_of_ESR1_regulator
cg26578621	CG	CG_of_ESR1_regulator
cg13643376	CG	CG_of_ESR1_regulator
cg04974587	CG	CG_of_ESR1_regulator
cg14652031	CG	CG_of_ESR1_regulator
cg26135012	CG	CG_of_ESR1_regulator
cg03532274	CG	CG_of_ESR1_regulator
cg04282419	CG	CG_of_ESR1_regulator
cg04417028	CG	CG_of_ESR1_regulator
cg08012199	CG	CG_of_ESR1_regulator
cg03110368	CG	CG_of_ESR1_regulator
cg03927037	CG	CG_of_ESR1_regulator
cg06106428	CG	CG_of_ESR1_regulator
cg26475285	CG	CG_of_ESR1_regulator
cg00558376	CG	CG_of_ESR1_regulator
cg04541078	CG	CG_of_ESR1_regulator
cg14826972	CG	CG_of_ESR1_regulator
cg01864807	CG	CG_of_ESR1_regulator
cg17643109	CG	CG_of_ESR1_regulator
cg11094953	CG	CG_of_ESR1_regulator
cg16866038	CG	CG_of_ESR1_regulator
cg14762010	CG	CG_of_ESR1_regulator
cg07125925	CG	CG_of_ESR1_regulator
cg04590843	CG	CG_of_ESR1_regulator
cg13807341	CG	CG_of_ESR1_regulator
cg16546724	CG	CG_of_ESR1_regulator
cg17030562	CG	CG_of_ESR1_regulator
cg16106770	CG	CG_of_ESR1_regulator
cg26625290	CG	CG_of_ESR1_regulator
cg10952477	CG	CG_of_ESR1_regulator
cg21468385	CG	CG_of_ESR1_regulator
cg16757423	CG	CG_of_ESR1_regulator
cg22276271	CG	CG_of_ESR1_regulator
cg23618830	CG	CG_of_ESR1_regulator
cg07099388	CG	CG_of_ESR1_regulator
cg03274991	CG	CG_of_ESR1_regulator
cg26098650	CG	CG_of_ESR1_regulator
cg25242756	CG	CG_of_ESR1_regulator
cg18567470	CG	CG_of_ESR1_regulator
cg15143809	CG	CG_of_ESR1_regulator
cg26681847	CG	CG_of_ESR1_regulator
cg00395063	CG	CG_of_ESR1_regulator
cg15690696	CG	CG_of_ESR1_regulator
cg12851792	CG	CG_of_ESR1_regulator
cg10738003	CG	CG_of_ESR1_regulator
cg10493270	CG	CG_of_ESR1_regulator
cg24566217	CG	CG_of_ESR1_regulator
cg10407488	CG	CG_of_ESR1_regulator
cg12819548	CG	CG_of_ESR1_regulator
cg15892763	CG	CG_of_ESR1_regulator
cg15028899	CG	CG_of_ESR1_regulator
cg08318018	CG	CG_of_ESR1_regulator
cg04919489	CG	CG_of_ESR1_regulator
cg09754341	CG	CG_of_ESR1_regulator
cg05099464	CG	CG_of_ESR1_regulator
cg06767612	CG	CG_of_ESR1_regulator
ch.11.2495959R	CG	CG_of_ESR1_regulator
cg12823408	CG	CG_of_ESR1_regulator
cg03217256	CG	CG_of_ESR1_regulator
cg10612775	CG	CG_of_ESR1_regulator
cg16823430	CG	CG_of_ESR1_regulator
cg02969164	CG	CG_of_ESR1_regulator
cg18125090	CG	CG_of_ESR1_regulator
cg20892287	CG	CG_of_ESR1_regulator
cg03231860	CG	CG_of_ESR1_regulator
cg15090889	CG	CG_of_ESR1_regulator
cg06002952	CG	CG_of_ESR1_regulator
cg13728449	CG	CG_of_ESR1_regulator
cg22001073	CG	CG_of_ESR1_regulator
cg06466839	CG	CG_of_ESR1_regulator
cg23568334	CG	CG_of_ESR1_regulator
cg03610849	CG	CG_of_ESR1_regulator
cg11242708	CG	CG_of_ESR1_regulator
cg11256935	CG	CG_of_ESR1_regulator
cg14684166	CG	CG_of_ESR1_regulator
cg05262777	CG	CG_of_ESR1_regulator
cg14095795	CG	CG_of_ESR1_regulator
cg16188714	CG	CG_of_ESR1_regulator
cg25558288	CG	CG_of_ESR1_regulator
cg00315395	CG	CG_of_ESR1_regulator
cg20328396	CG	CG_of_ESR1_regulator
cg12361290	CG	CG_of_ESR1_regulator
cg14426781	CG	CG_of_ESR1_regulator
cg20856882	CG	CG_of_ESR1_regulator
cg26812411	CG	CG_of_ESR1_regulator
cg05428701	CG	CG_of_ESR1_regulator
cg04299135	CG	CG_of_ESR1_regulator
cg17692125	CG	CG_of_ESR1_regulator
cg04094148	CG	CG_of_ESR1_regulator
cg08893585	CG	CG_of_ESR1_regulator
cg00577182	CG	CG_of_ESR1_regulator
cg05059605	CG	CG_of_ESR1_regulator
cg04910677	CG	CG_of_ESR1_regulator
cg16821068	CG	CG_of_ESR1_regulator
cg07315745	CG	CG_of_ESR1_regulator
cg01435574	CG	CG_of_ESR1_regulator
cg03845289	CG	CG_of_ESR1_regulator
cg19919303	CG	CG_of_ESR1_regulator
cg26221631	CG	CG_of_ESR1_regulator
cg21697198	CG	CG_of_ESR1_regulator
cg07355688	CG	CG_of_ESR1_regulator
cg24095303	CG	CG_of_ESR1_regulator
cg02568557	CG	CG_of_ESR1_regulator
cg13173286	CG	CG_of_ESR1_regulator
cg27269279	CG	CG_of_ESR1_regulator
cg16283077	CG	CG_of_ESR1_regulator
cg05471602	CG	CG_of_ESR1_regulator
cg13085404	CG	CG_of_ESR1_regulator
cg15571705	CG	CG_of_ESR1_regulator
cg03509193	CG	CG_of_ESR1_regulator
cg15055782	CG	CG_of_ESR1_regulator
cg22744587	CG	CG_of_ESR1_regulator
cg05593669	CG	CG_of_ESR1_regulator
cg05338969	CG	CG_of_ESR1_regulator
cg02474926	CG	CG_of_ESR1_regulator
cg27546118	CG	CG_of_ESR1_regulator
cg02629093	CG	CG_of_ESR1_regulator
cg00391030	CG	CG_of_ESR1_regulator
cg19350133	CG	CG_of_ESR1_regulator
cg04464523	CG	CG_of_ESR1_regulator
cg07023594	CG	CG_of_ESR1_regulator
cg27456769	CG	CG_of_ESR1_regulator
cg08761447	CG	CG_of_ESR1_regulator
cg19211149	CG	CG_of_ESR1_regulator
cg16920581	CG	CG_of_ESR1_regulator
cg11888572	CG	CG_of_ESR1_regulator
cg02537587	CG	CG_of_ESR1_regulator
cg10187932	CG	CG_of_ESR1_regulator
cg11302887	CG	CG_of_ESR1_regulator
cg17044306	CG	CG_of_ESR1_regulator
cg02050613	CG	CG_of_ESR1_regulator
cg08431529	CG	CG_of_ESR1_regulator
cg10809832	CG	CG_of_ESR1_regulator
cg16463378	CG	CG_of_ESR1_regulator
cg03719026	CG	CG_of_ESR1_regulator
cg18919192	CG	CG_of_ESR1_regulator
cg08290943	CG	CG_of_ESR1_regulator
cg17480461	CG	CG_of_ESR1_regulator
cg24708308	CG	CG_of_ESR1_regulator
cg09047551	CG	CG_of_ESR1_regulator
cg02101884	CG	CG_of_ESR1_regulator
cg03610970	CG	CG_of_ESR1_regulator
cg25204926	CG	CG_of_ESR1_regulator
cg09832244	CG	CG_of_ESR1_regulator
cg25136495	CG	CG_of_ESR1_regulator
cg16119239	CG	CG_of_ESR1_regulator
cg11808633	CG	CG_of_ESR1_regulator
cg18123037	CG	CG_of_ESR1_regulator
cg10474005	CG	CG_of_ESR1_regulator
cg25883083	CG	CG_of_ESR1_regulator
cg00470817	CG	CG_of_ESR1_regulator
cg15464148	CG	CG_of_ESR1_regulator
cg12018809	CG	CG_of_ESR1_regulator
cg25655096	CG	CG_of_ESR1_regulator
cg18951718	CG	CG_of_ESR1_regulator
cg05924780	CG	CG_of_ESR1_regulator
cg06588028	CG	CG_of_ESR1_regulator
cg10457436	CG	CG_of_ESR1_regulator
cg11211965	CG	CG_of_ESR1_regulator
cg01938476	CG	CG_of_ESR1_regulator
cg16317291	CG	CG_of_ESR1_regulator
cg01777913	CG	CG_of_ESR1_regulator
cg05922429	CG	CG_of_ESR1_regulator
cg03410269	CG	CG_of_ESR1_regulator
cg09643054	CG	CG_of_ESR1_regulator
cg05060607	CG	CG_of_ESR1_regulator
cg23205183	CG	CG_of_ESR1_regulator
cg09238677	CG	CG_of_ESR1_regulator
cg04499514	CG	CG_of_ESR1_regulator
cg27423177	CG	CG_of_ESR1_regulator
cg25757697	CG	CG_of_ESR1_regulator
cg23519421	CG	CG_of_ESR1_regulator
cg20005057	CG	CG_of_ESR1_regulator
cg06915165	CG	CG_of_ESR1_regulator
cg20010369	CG	CG_of_ESR1_regulator
cg09927529	CG	CG_of_ESR1_regulator
cg02267312	CG	CG_of_ESR1_regulator
cg18075287	CG	CG_of_ESR1_regulator
cg12149272	CG	CG_of_ESR1_regulator
cg16417563	CG	CG_of_ESR1_regulator
cg11450001	CG	CG_of_ESR1_regulator
cg13300549	CG	CG_of_ESR1_regulator
cg05165990	CG	CG_of_ESR1_regulator
cg25666879	CG	CG_of_ESR1_regulator
cg07369113	CG	CG_of_ESR1_regulator
cg03247389	CG	CG_of_ESR1_regulator
cg13014531	CG	CG_of_ESR1_regulator
cg22699500	CG	CG_of_ESR1_regulator
cg10833829	CG	CG_of_ESR1_regulator
cg18684595	CG	CG_of_ESR1_regulator
cg13573513	CG	CG_of_ESR1_regulator
cg20967028	CG	CG_of_ESR1_regulator
cg24390871	CG	CG_of_ESR1_regulator
cg15733114	CG	CG_of_ESR1_regulator
cg19532939	CG	CG_of_ESR1_regulator
cg04228042	CG	CG_of_ESR1_regulator
cg00253681	CG	CG_of_ESR1_regulator
cg10047173	CG	CG_of_ESR1_regulator
cg08905654	CG	CG_of_ESR1_regulator
cg26614815	CG	CG_of_ESR1_regulator
cg13376104	CG	CG_of_ESR1_regulator
cg05194864	CG	CG_of_ESR1_regulator
cg06395232	CG	CG_of_ESR1_regulator
cg22614759	CG	CG_of_ESR1_regulator
cg20917083	CG	CG_of_ESR1_regulator
cg16393012	CG	CG_of_ESR1_regulator
cg19826026	CG	CG_of_ESR1_regulator
cg10087172	CG	CG_of_ESR1_regulator
cg10925082	CG	CG_of_ESR1_regulator
cg15450139	CG	CG_of_ESR1_regulator
cg00512404	CG	CG_of_ESR1_regulator
cg08251901	CG	CG_of_ESR1_regulator
cg26165146	CG	CG_of_ESR1_regulator
cg01986577	CG	CG_of_ESR1_regulator
cg17367616	CG	CG_of_ESR1_regulator
cg22952210	CG	CG_of_ESR1_regulator
cg13325261	CG	CG_of_ESR1_regulator
cg16304302	CG	CG_of_ESR1_regulator
cg24983014	CG	CG_of_ESR1_regulator
cg14799519	CG	CG_of_ESR1_regulator
cg15474407	CG	CG_of_ESR1_regulator
cg13710814	CG	CG_of_ESR1_regulator
cg23225911	CG	CG_of_ESR1_regulator
cg09295978	CG	CG_of_ESR1_regulator
cg26254193	CG	CG_of_ESR1_regulator
cg26926246	CG	CG_of_ESR1_regulator
cg11307865	CG	CG_of_ESR1_regulator
cg06998640	CG	CG_of_ESR1_regulator
cg20322901	CG	CG_of_ESR1_regulator
cg04559178	CG	CG_of_ESR1_regulator
cg24677744	CG	CG_of_ESR1_regulator
cg25217365	CG	CG_of_ESR1_regulator
cg10902825	CG	CG_of_ESR1_regulator
cg10171063	CG	CG_of_ESR1_regulator
cg00263592	CG	CG_of_ESR1_regulator
cg11390073	CG	CG_of_ESR1_regulator
cg15885440	CG	CG_of_ESR1_regulator
cg23787937	CG	CG_of_ESR1_regulator
